trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.5, 'e': 0.15881742610692068}",25,0,37.2498297794557,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
185,False,"{'a': 0.5, 'e': 0.1572371663136276}",30,24,11.088480439973788,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.1556726303679973}",25,17,3.026120038571138,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.1541236618151314}",20,14,12.313843326524118,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.15259010575688386}",20,15,8.657431884945954,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.15107180883637084}",20,0,29.442946955529678,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.14956861922263504}",20,4,14.47904503261047,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.14808038659546244}",20,13,0.819240154083132,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.14660696213035015}",30,12,27.934419166341268,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.14514819848362373}",20,4,-23.35921532850261,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
194,False,"{'a': 0.5, 'e': 0.14370394977770293}",30,15,28.46490406634323,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.1422740715865136}",25,6,33.24523312143247,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.140858420921045}",25,20,9.417113821692183,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.13945685621505094}",30,20,19.531769261489266,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.13806923731089282}",25,4,-8.865043159460374,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
199,False,"{'a': 0.5, 'e': 0.13669542544552385}",25,2,29.080889738739803,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.1353352832366127}",20,15,9.249683642563706,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.13398867466880493}",25,3,39.327189216310586,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.13265546508012172}",25,13,20.49193645845285,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.13133552114849303}",25,18,14.765138740192619,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.1300287108784259}",30,7,21.49889615663144,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.12873490358780423}",20,0,21.380791752990405,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
206,False,"{'a': 0.5, 'e': 0.12745396989482075}",25,17,-30.956057527708992,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
207,False,"{'a': 0.5, 'e': 0.12618578170503877}",20,0,3.806300541181658,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
208,False,"{'a': 0.5, 'e': 0.12493021219858241}",20,0,8.880962771090092,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
209,False,"{'a': 0.5, 'e': 0.12368713581745483}",25,17,15.27270749737745,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.1224564282529819}",20,12,13.012443588754088,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.12123796643338168}",20,16,9.51004881517635,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.12003162851145673}",30,7,38.489983118394505,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.11883729385240965}",20,3,-26.49385255908264,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
214,False,"{'a': 0.5, 'e': 0.11765484302177918}",20,0,31.452858501740106,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
215,False,"{'a': 0.5, 'e': 0.11648415777349697}",20,10,15.437126169472341,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.11532512103806251}",20,9,18.761604345392822,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.1141776169108365}",25,13,5.565194579015274,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.11304153064044985}",20,0,-8.100765058152492,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
219,False,"{'a': 0.5, 'e': 0.11191674861732888}",35,1,9.366918989287008,"{0: 33, 1: 0, 2: 0, 3: 0, 4: 1}",1
220,False,"{'a': 0.5, 'e': 0.11080315836233387}",25,10,6.377617416533226,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.10970064851551141}",25,8,29.843492621724863,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.10860910882495796}",30,18,21.91650832128576,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.10752843013579495}",30,24,11.765582296278346,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.1064585043792528}",20,6,-23.151403849642968,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.10539922456186433}",25,2,34.31778381110248,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.104350484754765}",20,10,13.13809690167037,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.1033121800831002}",20,13,13.083386368896768,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.10228420671553744}",25,18,14.440746000514253,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.1012664618538834}",30,13,3.1068986892264636,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.1002588437228037}",20,0,-12.710418419275882,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
231,False,"{'a': 0.5, 'e': 0.09926125155964566}",25,17,13.79703105371615,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.09827358560436154}",20,13,12.947352894093461,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.09729574708953276}",20,6,21.306410609854883,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.09632763823049303}",25,14,-20.082985907120886,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
235,False,"{'a': 0.5, 'e': 0.09536916221554961}",35,7,-25.24156831406627,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 1}",1
236,False,"{'a': 0.5, 'e': 0.09442022319630235}",30,13,15.929801793766062,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.09348072627805847}",30,6,23.551030079839702,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.09255057751034329}",20,14,-0.48950178843942993,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.09162968387750484}",25,15,19.504870213581704,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.09071795328941251}",20,6,-6.047913828125947,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.08981529457224763}",35,16,-6.958247780504021,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
242,False,"{'a': 0.5, 'e': 0.08892161745938634}",20,14,9.075741077180512,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.08803683258237255}",25,0,4.354481721584323,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
244,False,"{'a': 0.5, 'e': 0.0871608514619813}",20,3,28.340262426017947,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.0862935864993705}",20,0,23.750089164929207,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
246,False,"{'a': 0.5, 'e': 0.08543495096732123}",25,15,15.981875235085116,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.08458485900156469}",25,16,16.07144131196579,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.08374322559219596}",25,7,27.229121819450892,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.08290996657517266}",30,11,6.309752465385159,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.0820849986238988}",25,11,10.531597619052214,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.08126823924089167}",20,15,7.177621760633141,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.08045960674953244}",30,13,27.407130400716614,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.07965902028589801}",30,4,-8.216055840023804,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 1}",1
254,False,"{'a': 0.5, 'e': 0.07886639979067495}",30,9,-59.081466858227024,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 2}",1
255,False,"{'a': 0.5, 'e': 0.07808166600115313}",20,2,-13.32777887781941,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
256,False,"{'a': 0.5, 'e': 0.07730474044329974}",25,13,7.494115025111163,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.07653554542391151}",20,12,-8.601818926456433,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.07577400402284548}",25,20,8.507429327847657,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.07502004008532698}",30,19,21.490014809679426,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.07427357821433388}",20,6,10.72978444921198,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.0735345437630571}",30,12,26.723121948170906,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.07280286282743559}",25,11,30.339385274467137,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.0720784622387661}",20,13,14.637738366465829,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.07136126955638605}",25,1,-20.487279334800217,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
265,False,"{'a': 0.5, 'e': 0.0706512130604296}",25,11,19.831093003726306,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.06994822174465536}",30,22,15.285970505698849,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.069252225309346}",20,12,16.17568158961902,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.06856315415427791}",30,19,10.43695259946172,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.06788093937176144}",20,8,17.453696892173376,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.06720551273974976}",25,13,21.861550154138932,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.06653680671501686}",25,10,-26.19532116307826,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
272,False,"{'a': 0.5, 'e': 0.06587475442640295}",25,13,25.191835760674778,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.06521928966812753}",25,13,20.164904732263786,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.06457034689316847}",25,20,12.352118466689776,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.06392786120670757}",25,0,-9.027008925460226,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
276,False,"{'a': 0.5, 'e': 0.0632917683596407}",25,5,-34.57254932605812,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",1
277,False,"{'a': 0.5, 'e': 0.06266200474215315}",30,1,-81.5639631641168,"{0: 23, 1: 3, 2: 0, 3: 1, 4: 2}",1
278,False,"{'a': 0.5, 'e': 0.06203850737735829}",20,14,10.838399788011618,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.06142121391500013}",30,6,36.47554814259916,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.06081006262521795}",25,0,-2.5780874458814695,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
281,False,"{'a': 0.5, 'e': 0.06020499239237354}",20,9,20.228822421713854,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.05960594270893937}",25,20,9.305597909204089,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.05901285366944784}",25,12,-2.216165876320036,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.05842566596450083}",20,3,17.28456527880658,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.057844320874838456}",30,10,-12.978889904712267,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
286,False,"{'a': 0.5, 'e': 0.05726876026546736}",20,7,17.940570441515057,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.0566989265798469}",20,0,17.31290169825251,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
288,False,"{'a': 0.5, 'e': 0.056134762834133725}",30,15,26.363694733094807,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.05557621261148306}",20,11,11.949544813226227,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.05502322005640723}",25,3,-30.002499760256836,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 1}",1
291,False,"{'a': 0.5, 'e': 0.05447572986918986}",35,26,17.768461836271342,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.05393368730035602}",25,11,15.132158366456316,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.053397038145197084}",20,3,17.49991242083251,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.05286572873835037}",30,24,11.380506774468994,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.05233970594843238}",20,12,13.216312187849613,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.05181891717272583}",25,11,28.08342300710985,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.05130331033191911}",25,16,16.171887466790025,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.0507928338648985}",20,0,27.25118053692527,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
299,False,"{'a': 0.5, 'e': 0.050287436723591865}",30,24,11.581345699665029,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.049787068367863944}",25,13,24.342853384306917,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.04929167876046215}",25,0,36.61933462335708,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
302,False,"{'a': 0.5, 'e': 0.04880121836201296}",25,15,19.53120252571582,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.04831563812606777}",20,14,10.181166978908504,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.04783488949419837}",30,14,33.58212381829387,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.04735892439114091}",35,13,-12.872211436831625,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
306,False,"{'a': 0.5, 'e': 0.046887695219988486}",25,11,25.808379957039755,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.04642115485743125}",35,22,20.847987190559795,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.045959256649044204}",25,13,24.0440105727035,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.04550195440462157}",25,15,3.9609522493911764,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.0450492023935578}",20,11,12.501991985685377,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.044600955340274535}",30,23,14.67495849098799,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.04415716841969286}",20,3,-12.104469369494884,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
313,False,"{'a': 0.5, 'e': 0.04371779725275094}",30,8,-51.883804434870285,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 2}",1
314,False,"{'a': 0.5, 'e': 0.043282797901965896}",25,11,-17.39463092404024,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
315,False,"{'a': 0.5, 'e': 0.04285212686704019}",20,14,12.393387256728033,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.042425741080511385}",30,1,-2.7982951603123336,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 1}",1
317,False,"{'a': 0.5, 'e': 0.04200359790344555}",30,18,21.652400622574604,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.04158565512117316}",25,16,18.277460194378783,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.04117187093906774}",25,14,25.13730079894611,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.04076220397836621}",25,11,26.075553815300655,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.04035661327203115}",20,10,16.656303615897887,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.039955058260653896}",25,13,24.877640834752917,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.039557498788398725}",20,0,33.38268552447384,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.039163895098987066}",20,2,32.044978475190824,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.03877420783172201}",25,17,7.950310687706319,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.038388398017552054}",25,13,23.309357738828577,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.038006427075174314}",20,11,2.8212811966129214,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.0376282568071762}",20,12,17.14644459630727,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.03725384939621581}",30,17,23.25630922948445,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.036883167401239994}",25,20,8.60836356584916,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.0365161737537404}",20,0,16.710033457837792,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
332,False,"{'a': 0.5, 'e': 0.03615283175404641}",25,17,10.841197611891559,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.0357931050676553}",25,15,17.21255798432003,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.03543695772159864}",20,0,30.10423400587062,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
335,False,"{'a': 0.5, 'e': 0.035084354100845025}",25,0,35.461843665148834,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
336,False,"{'a': 0.5, 'e': 0.03473525894473856}",25,13,24.071136148560207,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.03438963734347271}",30,12,32.3045269261615,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.034047454734599344}",30,18,27.260289619884254,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.033708676899572396}",25,10,24.04596467819001,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.03337326996032608}",20,12,15.686037209519801,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.03304120037588693}",25,18,13.611612520742863,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.03271243493901982}",25,13,23.267160479845437,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.03238694077290704}",30,12,34.208780001477,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.03206468532786077}",20,6,18.9606402607994,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.03174563637806794}",25,16,17.47262557588038,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.03142976201836771}",30,12,-2.8082927256739003,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.03111703066106086}",25,11,22.506599465893558,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.030807411032751076}",30,6,36.681713052796034,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.030500872171217483}",30,8,-4.82864454285672,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
350,False,"{'a': 0.5, 'e': 0.0301973834223185}",25,5,18.16633768478255,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.029896914436926308}",20,12,16.24761225953317,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.029599435167892}",20,11,17.28173362279023,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.029304915867040746}",25,16,17.836484301351028,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.029013327082197053}",25,6,32.51956414679523,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.028724639654239423}",25,12,23.41532267039449,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.028438824714184505}",25,16,15.645811986896945,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.028155853680300096}",25,15,21.482979531022735,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.027875698255247015}",20,16,9.230232242519257,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.027598330423249287}",20,12,17.243655185340604,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.02732372244729256}",25,11,25.554889016596654,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.027051846866350416}",25,16,18.404612720139557,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.026782676492638175}",30,16,27.770923172948457,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.02651618440889418}",20,3,28.96365955584899,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.02625234396568796}",25,16,16.304810007808854,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.025991128778755347}",25,15,16.928765289748974,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.02573251272635994}",20,8,23.333729964354042,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.025476469946681016}",20,15,-32.65847836376729,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
368,False,"{'a': 0.5, 'e': 0.025222974835227212}",20,12,16.63723909608836,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
